#rho	velocity
0.7146	1.1060
0.7141	1.1130
0.7133	1.1082
0.7112	1.1030
0.7106	1.0857
0.7103	1.0763
0.7085	1.0702
0.7078	1.0663
0.7068	1.1048
0.7067	1.0920
0.7068	1.0870
0.7072	1.0907
0.7085	1.1005
0.7089	1.1152
0.7092	1.1265
0.9996	1.1783
0.9968	1.1758
0.9945	1.1725
0.9909	1.1792
0.9886	1.1825
0.9860	1.1807
0.9836	1.1735
0.9818	1.1690
0.9804	1.1562
0.9787	1.1545
0.9772	1.1538
0.9752	1.1560
0.9721	1.1558
0.9696	1.1492
0.9666	1.1500
0.9635	1.1505
0.9595	1.1520
0.9541	1.1513
0.9478	1.1518
0.9426	1.1510
0.9383	1.1500
0.9349	1.1482
0.9336	1.1492
0.9326	1.1543
0.7381	1.1455
0.7356	1.1385
0.7333	1.1270
0.7324	1.1118
0.7322	1.0960
0.7324	1.0868
0.7326	1.0742
0.7332	1.0732
0.7339	1.0737
0.7344	1.0892
0.6441	1.1085
0.7088	1.1220
0.7073	1.1250
0.7061	1.1307
0.7046	1.1357
0.7032	1.1387
0.7018	1.1420
0.7005	1.1440
0.6992	1.1443
0.7852	1.0280
0.7821	1.0348
0.7790	1.0365
0.7769	1.0382
0.7748	1.0387
0.7736	1.0380
0.7720	1.0377
0.7705	1.0370
0.7689	1.0400
0.7673	1.0465
0.7657	1.0542
0.7641	1.0640
0.7631	1.0757
0.7619	1.0833
0.8835	1.0830
0.8821	1.0902
0.8810	1.0953
0.8798	1.0945
0.8784	1.0950
0.8772	1.0947
0.8955	1.0938
0.8943	1.0950
0.8951	1.0975
0.8947	1.1022
0.8951	1.1087
0.8983	1.1152
0.9015	1.1197
0.9060	1.1187
0.9088	1.1192
0.9126	1.1175
0.9149	1.1135
0.9166	1.1120
0.9179	1.1078
0.9184	1.1048
0.9201	1.1073
0.7349	1.1808
0.7319	1.1635
0.7292	1.1552
0.7265	1.1518
0.7243	1.1633
0.7219	1.1843
0.7197	1.2060
0.7175	1.2125
0.7159	1.2255
0.7150	1.2292
0.7658	1.0755
0.7609	1.0727
0.7554	1.0685
0.7505	1.0630
0.7458	1.0637
