#rho	velocity
0.7121	0.9627
0.7118	0.9523
0.7114	0.9660
0.7100	0.9682
0.7094	0.9853
0.7091	1.0055
0.7102	1.0235
0.7118	1.0368
0.7134	1.0485
0.7152	1.0550
0.7165	1.0568
0.7179	1.0658
0.7200	1.0553
0.7222	1.0628
0.7245	1.0637
0.7263	1.0655
0.7271	1.0675
0.7276	1.0640
0.7279	1.0682
0.7274	1.0742
0.7252	1.0802
0.7240	1.0840
0.7230	1.0815
0.7234	1.0803
0.7246	1.0700
0.7263	1.0595
0.7282	1.0450
0.7303	1.0370
0.7324	1.0203
0.7343	1.0058
0.7357	0.9965
0.7372	0.9913
0.7241	0.9940
0.7230	1.0040
0.7224	1.0218
0.7212	1.0400
0.7197	1.0542
0.7182	1.0735
0.7167	1.0757
0.7148	1.0698
0.7132	1.0505
0.7112	1.0263
0.7083	0.9945
0.7045	0.9790
0.7021	0.9575
0.6993	0.9423
0.6974	0.9360
0.6960	0.9265
0.6950	0.9355
0.6944	0.9532
0.6929	0.9777
0.6927	1.0085
0.6912	1.0325
0.6901	1.0560
0.6888	1.0780
0.6879	1.0882
0.6872	1.0890
0.6862	1.0952
0.6848	1.0850
0.6836	1.0813
0.6821	1.0730
0.7729	0.8890
0.7689	0.8863
0.7666	0.8842
0.7632	0.8870
0.7604	0.8925
0.7578	0.9007
0.7549	0.9097
0.7517	0.9217
0.7478	0.9238
0.7442	0.9220
0.7416	0.9300
0.7387	0.9292
0.7358	0.9287
0.7341	0.9227
0.7328	0.9152
0.7315	0.9063
0.7311	0.9018
0.7294	0.8995
0.7282	0.9087
0.7263	0.9155
0.7246	0.9230
0.7226	0.9373
0.7205	0.9542
0.7170	0.9703
0.7148	0.9923
0.7131	1.0110
0.7117	1.0255
0.7103	1.0340
0.7093	1.0422
0.7089	1.0547
0.7095	1.0548
0.7108	1.0523
0.7124	1.0495
0.7137	1.0465
0.8227	1.0130
0.8217	0.9915
0.8208	0.9685
0.8205	0.9467
0.8195	0.9360
0.8183	0.9123
0.8173	0.9108
0.8161	0.9090
0.8145	0.9187
0.8116	0.9310
0.8073	0.9473
0.8026	0.9703
0.7977	0.9933
0.7922	1.0145
0.7874	1.0255
0.7822	1.0492
0.7784	1.0575
0.7763	1.0595
0.7744	1.0440
0.7732	1.0293
0.7722	1.0080
