#rho	velocity
0.1967	1.2260
0.2517	1.4800
0.2647	1.4138
0.2173	1.4062
0.2225	1.4003
0.1966	1.2590
0.2520	1.4878
0.2646	1.3892
0.2172	1.4358
0.2226	1.4115
0.1965	1.2482
0.2521	1.5023
0.2643	1.4312
0.2174	1.4142
0.2226	1.3912
0.1961	1.2435
0.2526	1.5288
0.2645	1.4555
0.2176	1.4490
0.2223	1.3755
0.1962	1.2710
0.2525	1.5532
0.2647	1.4315
0.2177	1.4620
0.2221	1.3735
0.1959	1.2520
0.2524	1.5677
0.2647	1.4425
0.2183	1.4768
0.2220	1.3818
0.1959	1.2468
0.2521	1.5953
0.2646	1.4092
0.2183	1.4920
0.2223	1.3687
0.1955	1.2412
0.2525	1.5995
0.2653	1.3995
0.2185	1.4812
0.2218	1.3417
0.1952	1.2745
0.2524	1.6295
0.2659	1.3615
0.2189	1.4982
0.2214	1.3522
0.1953	1.2422
0.2525	1.6633
0.2656	1.3525
0.2192	1.4918
0.2212	1.3703
0.1953	1.2460
0.2528	1.6535
0.2655	1.3225
0.2194	1.4213
0.2207	1.3195
0.1954	1.2025
0.2533	1.6892
0.2652	1.2970
0.2195	1.4107
0.2203	1.3048
0.1953	1.2122
0.2536	1.6800
0.2651	1.2670
0.2197	1.4515
0.2201	1.3110
0.1955	1.2080
0.2543	1.6905
0.2646	1.2390
0.2198	1.3875
0.2196	1.3218
0.1954	1.1892
0.2547	1.7152
0.2645	1.2565
0.2201	1.3850
0.2192	1.2640
0.1953	1.1895
0.2553	1.7330
0.2648	1.2458
0.2200	1.4090
0.2188	1.2820
0.1952	1.1902
0.2556	1.7395
0.2645	1.3068
0.2203	1.4165
0.2186	1.2477
0.1951	1.2010
0.2554	1.7850
0.2647	1.2810
0.2208	1.4423
0.2182	1.1975
0.1950	1.1872
0.2563	1.7823
0.2647	1.3610
0.2206	1.4420
0.2179	1.2218
0.1948	1.2090
0.2568	1.8330
0.2654	1.3212
0.2211	1.4335
0.2168	1.1902
0.1948	1.2118
0.2570	1.8555
0.2650	1.3755
0.2216	1.4605
0.2164	1.2338
0.1945	1.2360
0.2575	1.8942
0.2660	1.3633
0.2217	1.4628
0.2157	1.1990
0.1947	1.2415
0.2581	1.9132
0.2663	1.3115
0.2221	1.4233
0.2145	1.2138
0.1942	1.2557
0.2588	1.9060
0.2666	1.3610
0.2223	1.4653
0.2143	1.1805
0.1945	1.2800
0.2600	1.9132
0.2663	1.3660
0.2223	1.4740
0.2132	1.2473
0.1941	1.2850
0.2606	1.9010
0.2668	1.4015
0.2224	1.4470
0.2130	1.2213
0.1942	1.2848
0.2614	1.9210
0.2668	1.3552
0.2225	1.4390
0.2121	1.2390
0.1946	1.2938
0.2620	1.9073
0.2661	1.4357
0.2226	1.4568
0.2117	1.2685
0.1942	1.2935
0.2622	1.8990
0.2673	1.3555
0.2227	1.4760
0.2112	1.2218
0.1942	1.3035
0.2627	1.8578
0.2671	1.4148
0.2230	1.4837
0.2107	1.2298
0.1940	1.2842
0.2632	1.8485
0.2676	1.4047
0.2232	1.5002
0.2102	1.1797
0.1940	1.2982
0.2641	1.8267
0.2677	1.4260
0.2233	1.5130
0.2095	1.2047
0.1936	1.2933
0.2642	1.8815
0.2686	1.4980
0.2237	1.5335
0.2088	1.1965
0.1937	1.3075
0.2646	1.8982
0.2685	1.4335
0.2241	1.5305
0.2083	1.2242
0.1937	1.3025
0.2652	1.8755
0.2690	1.4335
0.2241	1.5122
0.2077	1.2162
0.1932	1.3262
0.2654	1.8907
0.2700	1.4035
0.2246	1.4960
0.2071	1.2245
0.1933	1.3215
0.2658	1.8493
0.2700	1.4085
0.2247	1.4913
0.2067	1.2123
0.1930	1.3265
0.2669	1.8703
0.2704	1.3535
0.2250	1.4507
0.2058	1.2137
0.1933	1.3412
0.2674	1.8333
0.2703	1.3933
0.2249	1.4177
0.2053	1.2610
0.1932	1.3415
0.2678	1.8665
0.2703	1.3833
0.2251	1.4438
0.2050	1.2515
0.1934	1.3658
0.2688	1.8545
0.2702	1.3587
0.2249	1.4410
0.2045	1.2740
0.1933	1.3553
0.2692	1.8915
0.2705	1.3633
0.2250	1.4335
0.2041	1.2590
0.1934	1.3523
0.2702	1.8505
0.2707	1.3585
0.2250	1.4240
0.2033	1.2518
0.1933	1.3435
0.2705	1.8590
0.2704	1.4025
0.2249	1.4383
0.2034	1.2440
0.1934	1.3517
0.2712	1.9020
0.2709	1.3930
0.2251	1.4330
0.2025	1.2263
0.1932	1.3257
0.2714	1.8945
0.2713	1.4328
0.2253	1.4345
0.2022	1.2365
0.1932	1.3552
0.2724	1.9260
0.2715	1.4127
0.2255	1.4485
0.2014	1.2787
0.1930	1.3560
0.2731	1.8962
0.2720	1.4617
0.2257	1.4603
0.2008	1.2973
0.1928	1.3613
0.2735	1.9262
0.2726	1.4422
0.2259	1.4728
0.2003	1.2485
0.1929	1.3712
0.2747	1.8973
0.2727	1.4425
0.2259	1.4640
0.1995	1.2798
0.1926	1.3715
0.2756	1.8773
0.2731	1.4223
0.2260	1.4785
0.1991	1.2887
0.1929	1.3833
0.2763	1.8380
0.2725	1.4765
0.2259	1.4750
0.1988	1.2988
0.1927	1.3865
0.2767	1.8220
0.2731	1.4465
0.2260	1.4710
0.1984	1.2835
0.1927	1.3912
0.2773	1.8392
0.2733	1.4565
0.2260	1.4970
0.1980	1.3125
0.1928	1.3885
0.2778	1.8080
0.2733	1.4702
0.2261	1.5225
0.1976	1.2750
0.1928	1.4150
0.2774	1.7925
0.2732	1.4895
0.2264	1.5457
0.1975	1.3070
0.1925	1.3910
0.2779	1.7965
0.2742	1.5285
0.2264	1.5593
0.1971	1.2587
0.1925	1.3615
0.2784	1.7615
0.2744	1.4990
0.2266	1.5845
0.1966	1.2570
0.1923	1.4002
0.2787	1.7738
0.2748	1.5278
0.2270	1.6000
0.1961	1.2780
0.1923	1.3810
0.2791	1.7752
0.2757	1.5373
0.2273	1.5842
0.1954	1.2678
0.1920	1.4000
0.2794	1.7907
0.2758	1.5272
0.2273	1.5320
0.1954	1.2732
0.1919	1.3902
0.2799	1.7983
0.2766	1.4627
0.2277	1.5555
0.1946	1.2637
0.1916	1.4098
0.2795	1.7795
0.2768	1.4628
