#rho	velocity
0.2468	1.1700
0.5040	1.4378
0.2912	1.2607
0.1818	1.2385
0.2469	1.2070
0.5048	1.4490
0.2912	1.2498
0.1817	1.2063
0.1814	1.1900
0.2468	1.2062
0.5067	1.4580
0.2913	1.2560
0.1811	1.1528
0.2470	1.2033
0.5091	1.4387
0.2909	1.2742
0.1808	1.1235
0.2468	1.2485
0.5120	1.3805
0.2913	1.2962
0.1805	1.0915
0.2468	1.2525
0.5141	1.3510
0.2913	1.3113
0.1803	1.0520
0.2471	1.2395
0.5155	1.3077
0.2909	1.3355
0.1803	1.0260
0.2468	1.1960
0.5160	1.2988
0.2913	1.3173
0.1802	1.0482
0.2467	1.2097
0.5169	1.2735
0.2915	1.3288
0.1802	1.0537
0.2464	1.2210
0.5169	1.2567
0.2919	1.3082
0.1801	1.0687
0.2461	1.1802
0.5176	1.2595
0.2922	1.2880
0.1800	1.0675
0.2457	1.1572
0.5182	1.2802
0.2928	1.2752
0.1797	1.0620
0.2453	1.1600
0.5211	1.2935
0.2934	1.2580
0.1797	1.0570
0.2456	1.1538
0.5211	1.3368
0.2930	1.2298
0.1795	1.0733
0.2457	1.1470
0.5229	1.3485
0.2928	1.2062
0.1793	1.0702
0.2455	1.1738
0.5244	1.3880
0.2931	1.2012
0.1790	1.0828
0.2456	1.1750
0.5270	1.4023
0.2929	1.1725
0.1788	1.0827
0.2456	1.2203
0.5286	1.3627
0.2930	1.1992
0.1784	1.0627
0.2457	1.1965
0.5323	1.3422
0.2928	1.1960
0.1784	1.0755
0.2457	1.1957
0.5320	1.3200
0.2929	1.2350
0.1780	1.0660
0.2458	1.2165
0.5352	1.2895
0.2927	1.2643
0.1780	1.0900
0.2458	1.2258
0.5359	1.2690
0.2927	1.2985
0.1779	1.1073
0.2456	1.2365
0.5367	1.2743
0.2930	1.3155
0.1779	1.1302
0.2456	1.2460
0.5367	1.2697
0.2930	1.3435
0.1779	1.1578
0.2452	1.2560
0.5366	1.3322
0.2935	1.3538
0.1779	1.1710
0.2449	1.2470
0.5370	1.3320
0.2940	1.3395
0.1778	1.1643
0.2447	1.2470
0.5372	1.3643
0.2942	1.3578
0.1777	1.1775
0.2446	1.2562
0.5381	1.4277
0.2944	1.3442
0.1775	1.1855
0.2446	1.2570
0.5403	1.4865
0.2945	1.3610
0.1773	1.1735
0.2445	1.2460
0.5421	1.5267
0.2946	1.3335
0.1770	1.1730
0.2447	1.2550
0.5446	1.5478
0.2943	1.2920
0.1767	1.1623
0.2444	1.2348
0.5476	1.5413
0.2947	1.2755
0.1763	1.1420
0.2445	1.2310
0.5515	1.5150
0.2945	1.2540
0.1760	1.1400
0.2444	1.2282
0.5546	1.4793
0.2948	1.2408
0.1757	1.1047
0.2442	1.2215
0.5577	1.4262
0.2950	1.2465
0.1755	1.0952
0.2445	1.2230
0.5595	1.3900
0.2946	1.2605
0.1755	1.1002
0.2443	1.2440
0.5600	1.3618
0.2949	1.2630
0.1754	1.1130
0.2443	1.2553
0.5606	1.3230
0.2948	1.2585
0.2947	1.2520
0.1754	1.1170
0.2444	1.2607
0.5609	1.2990
0.2950	1.2568
0.1753	1.1490
0.2442	1.2837
0.5616	1.2915
0.2949	1.2660
0.1752	1.1680
0.2442	1.2705
0.5626	1.2945
0.2950	1.2390
0.1751	1.1725
0.2442	1.2878
0.5638	1.3365
0.2946	1.2392
0.1750	1.1947
0.2445	1.2885
0.5646	1.3670
0.2946	1.2143
0.1749	1.1855
0.2445	1.2823
0.5660	1.3945
0.2945	1.1785
0.1748	1.1912
0.2445	1.2945
0.5667	1.4130
0.2945	1.1482
0.1747	1.1818
0.2445	1.2750
0.5675	1.4173
0.2941	1.1090
0.1745	1.1743
0.2448	1.2833
0.5705	1.4043
0.2939	1.0907
0.1743	1.1348
0.2449	1.2707
0.5717	1.3815
0.2935	1.0825
0.1741	1.1120
0.2452	1.2868
0.5743	1.3633
0.2930	1.0810
0.1739	1.0668
0.2456	1.2940
0.5760	1.3417
0.2928	1.1052
0.1738	1.0235
0.2457	1.3030
0.5779	1.3445
0.2920	1.1357
0.1737	1.0277
0.2463	1.3050
0.5788	1.3250
0.2915	1.1617
0.1735	0.9975
0.2466	1.2918
0.5808	1.3280
0.2911	1.1872
0.1734	1.0182
0.2469	1.2845
0.5826	1.3430
0.2909	1.2195
0.1731	1.0255
0.2471	1.2792
0.5850	1.3567
0.2911	1.2395
0.1728	1.0523
0.2469	1.2753
0.5890	1.3935
0.2912	1.2752
0.1727	1.0750
0.2469	1.2433
