#rho	velocity
1.5187	0.2685
1.4799	0.4428
1.5457	0.4240
1.6552	0.3820
1.6620	0.3103
1.5474	0.2892
1.6100	0.2318
1.9185	0.2038
1.8631	0.1495
1.5229	0.0940
1.8034	0.2575
2.3680	0.1075
1.7629	0.0533
1.3933	0.1985
1.5137	0.3630
1.4903	0.4608
1.4415	0.5212
1.6939	0.4245
1.5768	0.4165
1.4073	0.3027
1.6518	0.5428
1.8681	0.3322
1.4197	0.3715
1.3629	0.3955
1.5124	0.2755
1.4772	0.4267
1.5544	0.4137
1.6686	0.3887
1.6676	0.3070
1.5553	0.3090
1.6123	0.2163
1.9142	0.2205
1.8589	0.1640
1.5239	0.1195
1.8083	0.2690
2.3571	0.0907
1.7470	0.0748
1.3816	0.2363
1.5047	0.3715
1.4900	0.4575
1.4433	0.5475
1.7002	0.4243
1.5770	0.4030
1.4100	0.3113
1.6592	0.5448
1.8606	0.3402
1.4226	0.3795
1.3639	0.3788
1.5102	0.2882
1.4801	0.4200
1.5548	0.4122
1.6658	0.3955
1.6759	0.3240
1.5727	0.3230
1.6143	0.2307
1.9150	0.1963
1.8505	0.1955
1.5272	0.1405
1.8192	0.2828
2.3430	0.0738
1.7219	0.1025
1.3706	0.2623
1.5026	0.3642
1.4997	0.4598
1.4517	0.5983
1.6942	0.4072
1.5688	0.3785
1.4105	0.3275
1.6672	0.5400
1.8648	0.3430
1.4263	0.3845
1.3558	0.3763
1.4990	0.2980
1.4794	0.3918
1.5656	0.4005
1.6651	0.3833
1.6784	0.3360
1.5877	0.3358
1.6196	0.2242
1.9062	0.2355
1.8416	0.2025
1.5327	0.1950
1.8247	0.2798
2.3218	0.0575
1.7098	0.1205
1.3641	0.2888
1.5133	0.3638
1.5044	0.4485
1.4434	0.5955
1.6948	0.3982
1.5567	0.3503
1.4089	0.3315
1.6814	0.5397
1.8653	0.3570
1.4301	0.3883
1.3565	0.3573
1.4883	0.3102
1.4766	0.3915
1.5754	0.3865
1.6807	0.3970
1.6839	0.3480
1.5672	0.3630
1.6235	0.2495
1.9406	0.2270
1.8330	0.1985
1.5401	0.2172
1.8374	0.2805
2.2758	0.0398
1.6961	0.1410
1.3639	0.3218
1.4899	0.3580
1.5060	0.4560
1.4604	0.5725
1.6952	0.3947
1.5482	0.3790
1.4108	0.3172
1.6955	0.5370
1.8660	0.3740
1.4337	0.3863
1.3535	0.3487
1.4836	0.3205
1.4779	0.3960
1.5832	0.3785
1.6771	0.4020
1.6770	0.3522
1.5936	0.3910
1.6293	0.2430
1.9166	0.2135
1.8242	0.1405
1.5485	0.2455
1.8489	0.2860
2.2510	0.0353
1.6879	0.1632
1.3585	0.3368
1.4856	0.3655
1.5091	0.4575
1.4643	0.5282
1.6997	0.3950
1.5391	0.3565
1.4078	0.3558
1.7042	0.5170
1.8650	0.3817
1.4385	0.3895
1.3529	0.3428
1.4853	0.3330
1.4774	0.3737
1.5818	0.3668
1.6731	0.3927
1.6853	0.3670
1.6054	0.4038
1.6296	0.2750
1.9146	0.2378
1.8095	0.1400
1.5588	0.2772
1.8639	0.3120
2.2051	0.0240
1.6742	0.1780
1.3603	0.3660
1.4660	0.3678
1.5082	0.4485
1.4861	0.5045
1.7087	0.3748
1.5300	0.3463
1.4034	0.3620
1.7134	0.5178
1.8753	0.4007
1.4413	0.3972
1.3495	0.3322
1.4845	0.3493
1.4765	0.3540
1.5777	0.3580
1.6704	0.3882
1.6896	0.3710
1.6136	0.3940
1.6383	0.2830
1.9142	0.2283
1.8064	0.1357
1.5712	0.3050
