#rho	velocity
0.5591	1.2828
0.6211	1.1215
0.6430	1.2703
0.4707	1.1195
0.4072	1.1230
0.5084	1.3730
0.5933	1.4830
0.5607	1.1928
0.5600	1.3030
0.6208	1.1140
0.6501	1.2010
0.4725	1.1360
0.4045	1.1625
0.5081	1.3635
0.5923	1.3890
0.5588	1.1522
0.5587	1.3150
0.6175	1.0913
0.6504	1.1880
0.4735	1.2250
0.4028	1.0782
0.5075	1.3555
0.5970	1.4623
0.5607	1.1020
0.5606	1.2825
0.6154	1.0815
0.6518	1.1973
0.4738	1.1915
0.4022	1.1693
0.5084	1.4070
0.5950	1.4092
0.5610	1.0700
0.5633	1.3010
0.6148	1.0650
0.6515	1.1908
0.4722	1.2185
0.4011	1.1447
0.5116	1.4125
0.5946	1.4085
0.5598	1.0582
0.5632	1.3020
0.6144	1.0375
0.6491	1.1405
0.4725	1.2167
0.3998	1.1318
0.5106	1.4315
0.5998	1.3548
0.5610	1.0390
0.5647	1.2853
0.6113	1.0012
0.6481	1.1750
0.4723	1.1720
0.4010	1.2085
0.5153	1.5227
0.5963	1.3497
0.5583	1.0495
0.5689	1.3235
0.6116	0.9667
0.6474	1.1460
0.4693	1.1545
0.3990	1.2387
0.5188	1.5327
0.5966	1.3458
0.5582	1.0342
0.5678	1.2690
0.6135	0.9375
0.6451	1.1538
0.4638	1.1002
0.3991	1.2555
0.5238	1.5402
0.5994	1.3367
0.5587	1.0142
0.5689	1.2328
0.6106	0.9137
0.6460	1.1975
0.4631	1.1460
0.3985	1.2905
0.5263	1.5327
0.5989	1.3600
0.5593	1.0465
0.5694	1.2502
0.6075	0.9025
0.6438	1.2232
0.4614	1.1585
0.3999	1.2695
0.5295	1.5680
0.5970	1.3165
0.5608	1.0573
0.5670	1.2087
0.6079	0.8972
0.6472	1.2610
0.4573	1.1413
0.3999	1.2872
0.5338	1.5833
0.5968	1.3515
0.5618	1.1270
0.5650	1.1540
0.5700	1.1860
0.6035	0.9052
0.6427	1.2478
0.4572	1.2205
0.3993	1.2695
0.5346	1.5710
0.5986	1.2987
0.5659	1.1495
0.5680	1.2237
0.6033	0.9088
0.6433	1.2390
0.4548	1.2825
0.3996	1.2432
0.5371	1.5365
0.5998	1.2680
0.5682	1.1738
0.5655	1.2200
0.5978	0.9182
0.6437	1.2315
0.4556	1.2750
0.3989	1.2508
0.5384	1.5243
0.6038	1.2420
0.5709	1.1515
0.5649	1.1998
0.5957	0.9372
0.6452	1.2565
0.4549	1.2955
0.3983	1.2177
0.5387	1.5515
0.6046	1.2655
0.5730	1.1495
0.5613	1.2505
0.5936	0.9453
0.6459	1.2217
0.4534	1.3558
0.3989	1.2278
0.5407	1.5535
0.6066	1.2535
0.5742	1.1098
0.5649	1.2125
0.5889	0.9473
0.6455	1.2532
0.4543	1.3343
0.3981	1.2228
0.5423	1.5610
0.6047	1.2077
0.5742	1.1337
0.5668	1.2625
0.5866	0.9482
0.6448	1.2162
0.4531	1.3668
0.3983	1.1773
0.5460	1.5658
0.6026	1.2277
0.5757	1.1160
0.5681	1.2428
0.5851	0.9435
0.6444	1.2295
0.4527	1.3055
0.3988	1.2142
0.5465	1.5813
0.6004	1.1938
0.5746	1.1095
0.5658	1.2643
0.5822	0.9370
0.6470	1.2313
0.4507	1.2475
0.3984	1.1912
0.5530	1.5592
0.6018	1.2062
0.5750	1.1312
0.5688	1.2643
0.5790	0.9315
0.6467	1.1990
0.4492	1.2912
0.3991	1.1580
0.5578	1.5530
0.5970	1.1833
0.5755	1.1067
0.5674	1.2190
0.5766	0.9278
0.6452	1.2445
0.4479	1.2110
0.3998	1.1925
0.5617	1.5530
0.5983	1.1900
0.5780	1.1705
0.5710	1.1898
0.5743	0.9303
0.6465	1.2548
0.4467	1.2025
0.3980	1.2190
0.5632	1.5068
0.5973	1.2205
0.5796	1.1452
0.5664	1.1470
0.5730	0.9255
0.6450	1.2837
0.4444	1.1903
0.3995	1.1525
0.5668	1.4855
0.6002	1.2380
0.5823	1.2183
0.5670	1.1777
0.5744	0.9313
0.6485	1.2723
0.4424	1.1715
0.3978	1.1325
0.5661	1.4553
0.6004	1.1910
0.5864	1.2385
0.5655	1.1282
0.5693	0.9432
0.6493	1.2765
0.4429	1.1347
0.3981	1.1130
0.5665	1.3997
0.6007	1.2153
0.5862	1.2675
0.5633	1.1678
0.5699	0.9652
0.6499	1.2888
0.4406	1.1250
0.3982	1.0670
0.5698	1.4133
0.6026	1.1760
0.5904	1.2653
0.5627	1.1472
0.5685	0.9843
0.6478	1.3265
0.4409	1.1482
0.3983	1.0990
0.5668	1.4275
0.6049	1.1635
0.5907	1.2497
0.5594	1.2322
0.5675	1.0000
0.6555	1.2795
0.4409	1.1540
0.3961	1.0683
0.5676	1.4113
0.6071	1.1128
0.5942	1.2170
0.5598	1.1855
0.5663	1.0140
0.6589	1.2595
0.4395	1.1970
0.3965	1.0960
0.5679	1.4620
0.6027	1.0850
0.5952	1.2005
0.5594	1.2162
0.5664	1.0247
0.6607	1.2520
0.4388	1.1110
0.3958	1.1535
0.5680	1.4505
0.6033	1.0643
0.5963	1.2170
0.5597	1.2643
0.5662	1.0328
0.6642	1.2500
0.4366	1.1337
0.3964	1.2495
0.5710	1.4935
0.5989	1.0442
0.5974	1.1890
0.5595	1.2867
0.5637	1.0232
0.6661	1.2510
0.4359	1.1685
0.3960	1.2683
0.5737	1.4907
0.5985	1.0538
0.5969	1.2220
0.5634	1.2915
0.5630	1.0125
0.6630	1.2093
0.4345	1.1515
0.3981	1.3862
0.5774	1.5397
0.5917	0.9913
0.5964	1.1885
0.5623	1.2675
0.5626	0.9823
0.6626	1.1952
0.4322	1.1155
0.3982	1.4588
0.5823	1.5145
0.5932	1.0318
0.5988	1.2052
0.5632	1.2400
0.5637	0.9515
0.6577	1.1823
0.4300	1.1640
0.4010	1.4942
0.5830	1.5668
0.5900	1.0355
0.5991	1.2292
0.5642	1.2243
0.5634	0.9270
0.6499	1.1538
0.4271	1.1480
0.4048	1.5627
0.5884	1.5407
0.5871	1.0590
0.5883	1.0468
0.6022	1.2282
0.5649	1.1987
0.5592	0.9040
0.6463	1.1593
0.4288	1.1770
0.4052	1.5903
0.5869	1.5313
0.5857	1.0612
0.6057	1.2560
0.5646	1.1108
0.5587	0.8912
0.6406	1.1670
0.4263	1.1587
0.4089	1.6370
0.5888	1.5325
0.5861	1.0295
0.6092	1.2775
0.5644	1.1500
0.5579	0.8797
0.6368	1.1645
0.4246	1.1900
0.4104	1.6445
0.5897	1.5128
0.5888	1.0273
0.6138	1.2615
0.5630	1.1445
0.5531	0.8718
0.6346	1.1767
0.4238	1.2290
0.4108	1.6312
0.5924	1.5200
0.5872	1.0168
0.6186	1.2585
0.5641	1.1430
0.5523	0.8747
0.6300	1.1563
0.4221	1.2303
0.4129	1.5437
0.5921	1.4780
0.5878	0.9577
0.6215	1.2275
0.5620	1.1365
0.5469	0.8837
0.6299	1.1533
0.4228	1.1963
0.4138	1.5340
0.5944	1.5225
0.5883	1.0025
0.6240	1.1970
0.5598	1.1885
0.5466	0.9035
0.6241	1.1490
0.4208	1.2407
0.4173	1.5278
0.5964	1.5058
0.5849	1.0072
0.6262	1.2078
