#rho	velocity
0.3073	1.5037
0.2705	1.6875
0.3079	1.5160
0.3611	1.6095
0.5532	1.6310
0.5424	1.5048
0.3076	1.5147
0.2709	1.7152
0.3073	1.5000
0.3610	1.5993
0.5542	1.6578
0.5408	1.4703
0.5395	1.4378
0.3077	1.5032
0.2710	1.6995
0.3066	1.5158
0.3614	1.6058
0.5558	1.6912
0.5374	1.4770
0.3074	1.5160
0.2712	1.7075
0.3064	1.5082
0.3620	1.5800
0.5577	1.6997
0.5367	1.2990
0.3073	1.3718
0.2713	1.5295
0.3060	1.4050
0.3621	1.4070
0.5592	1.5563
0.5344	1.2630
0.3071	1.3807
0.2717	1.4710
0.3061	1.4023
0.3626	1.4003
0.5598	1.5250
0.5327	1.2398
0.3070	1.3772
0.2720	1.4592
0.3060	1.4225
0.3629	1.4215
0.5603	1.5195
0.5311	1.2380
0.3069	1.3728
0.2720	1.4663
0.3060	1.4217
0.3636	1.4330
0.5606	1.5095
0.5321	1.2405
0.3067	1.3722
0.2722	1.4555
0.3057	1.3932
0.3627	1.4507
0.5624	1.5132
0.5304	1.2472
0.3066	1.3788
0.2722	1.5287
0.3057	1.3930
0.3636	1.5162
0.5629	1.5125
0.5304	1.2782
0.3069	1.3870
0.2715	1.5217
0.3056	1.3662
0.3647	1.5502
0.5622	1.5250
0.5283	1.2948
0.3067	1.4138
0.2715	1.5515
0.3055	1.3590
0.3658	1.5970
0.5630	1.5552
0.5266	1.3300
0.3068	1.4115
0.2715	1.5725
0.3050	1.3522
0.3666	1.6257
0.5644	1.5665
0.5252	1.3022
0.3070	1.4357
0.2713	1.5875
0.3042	1.3540
0.3676	1.6645
0.5667	1.5540
0.5210	1.3145
0.3071	1.4377
0.2715	1.5880
0.3038	1.3583
0.3693	1.6775
0.5677	1.5948
0.5208	1.3143
0.3075	1.4377
0.2713	1.6837
0.3031	1.4070
0.3699	1.6765
0.5686	1.6025
0.5185	1.3117
0.3081	1.4405
0.2713	1.6587
0.3023	1.3993
0.3710	1.6615
0.5694	1.5640
0.5177	1.3038
0.3080	1.4382
0.2712	1.6420
0.3021	1.4105
0.3716	1.6625
0.5706	1.5512
0.5164	1.4347
0.3082	1.5760
0.2711	1.7912
0.3020	1.5563
0.3725	1.8153
0.5700	1.6970
0.5155	1.4250
0.3081	1.5490
0.2708	1.6470
0.3013	1.5395
0.3735	1.7795
0.5730	1.7203
0.5104	1.4163
0.3075	1.5420
0.2716	1.6645
0.3020	1.5425
0.3746	1.7865
0.5728	1.7242
0.5096	1.4205
0.3075	1.5263
0.2714	1.7522
0.3024	1.5330
0.3754	1.7915
0.5710	1.7123
0.5084	1.3942
0.3073	1.5235
0.2712	1.7705
0.3024	1.5305
0.3765	1.7880
0.5717	1.7565
0.5063	1.3980
0.3074	1.5045
0.2710	1.7997
0.3016	1.5217
0.3782	1.7857
0.5745	1.7575
0.5092	1.4153
0.3073	1.5158
0.2696	1.7542
0.3005	1.5200
0.3792	1.7755
0.5790	1.7478
0.5077	1.4235
0.3075	1.5565
0.2695	1.7637
0.2998	1.4870
0.3803	1.7550
0.5806	1.7400
0.5012	1.4325
0.3079	1.5553
0.2707	1.7730
0.2991	1.5142
0.3815	1.7402
0.5817	1.7762
0.4983	1.4390
0.3079	1.5733
0.2709	1.7738
0.2980	1.5298
0.3828	1.7065
0.5861	1.7643
0.5869	1.5685
0.4958	1.3090
0.3079	1.4230
0.2713	1.6207
0.2977	1.4107
0.3836	1.5117
0.5887	1.5068
0.4980	1.3128
0.3080	1.4545
0.2705	1.6990
0.2972	1.4372
0.3838	1.4698
0.5851	1.4668
0.4933	1.2970
0.3088	1.4233
0.2717	1.6880
0.2974	1.4435
0.3842	1.4182
0.5858	1.4355
0.4925	1.2917
0.3083	1.4565
0.2719	1.5920
0.2977	1.4587
0.3843	1.3650
0.5845	1.3712
0.4917	1.2930
0.3082	1.4335
0.2722	1.5905
0.2982	1.4590
0.3842	1.3400
0.5843	1.3697
0.4908	1.2875
0.3076	1.4795
0.2726	1.5902
0.2987	1.4510
0.3841	1.3020
0.5825	1.3537
0.4899	1.2770
0.3076	1.4405
0.2730	1.6787
0.2992	1.4330
0.3838	1.3102
0.5836	1.3732
0.4883	1.2813
0.3071	1.4090
0.2735	1.6108
0.2994	1.4255
0.3838	1.3320
0.5803	1.3865
0.4866	1.2723
