#rho	velocity
0.6815	1.0070
0.6740	1.0590
0.9122	1.3143
0.6501	1.2900
0.6067	1.2633
0.7132	1.2270
0.5652	1.2500
0.7197	1.2657
0.9485	1.4282
0.7278	1.3015
0.7845	1.3163
0.8909	1.3235
0.6766	1.0342
0.6723	1.0433
0.9142	1.3228
0.6519	1.2965
0.6059	1.2522
0.7102	1.1855
0.5634	1.2610
0.7211	1.2295
0.9534	1.4142
0.7273	1.3020
0.7911	1.3232
0.8939	1.3032
0.6747	1.0295
0.6707	1.0338
0.9154	1.3375
0.6543	1.3038
0.6050	1.2458
0.7081	1.1515
0.5635	1.2535
0.7207	1.2197
0.9529	1.3977
0.7265	1.3062
0.7946	1.3277
0.8972	1.2637
0.6707	1.0453
0.6679	1.0365
0.9192	1.3405
0.6579	1.3020
0.6035	1.2440
0.7068	1.1360
0.5643	1.2648
0.7187	1.2035
0.9512	1.3530
0.7276	1.3210
0.7996	1.3310
0.8991	1.2680
0.6684	1.0673
0.6663	1.0258
0.9206	1.3343
0.6609	1.2935
0.6040	1.2465
0.7045	1.1425
0.5637	1.2390
0.7177	1.1797
0.9479	1.3817
0.7290	1.3417
0.8046	1.3465
0.8996	1.2600
0.6664	1.0592
0.6641	1.0400
0.9218	1.3387
0.6627	1.2843
0.6041	1.2500
0.7039	1.1680
0.5630	1.2312
0.7157	1.1955
0.9467	1.3777
0.7306	1.3658
0.8085	1.3477
0.9022	1.2490
0.6658	1.0980
0.6607	1.0345
0.9235	1.3410
0.6642	1.2770
0.6046	1.2510
0.7059	1.1972
0.5620	1.2150
0.7111	1.1563
0.9467	1.3555
0.7314	1.3920
0.8095	1.3370
0.9085	1.2275
0.6619	1.0857
0.6577	1.0350
0.9247	1.3475
0.6646	1.2687
0.6059	1.2520
0.7070	1.2190
0.5605	1.2015
0.7082	1.1670
0.9466	1.3698
0.7332	1.4062
0.8151	1.3300
0.9139	1.1957
0.6605	1.0880
0.6554	1.0352
0.9254	1.3400
0.6640	1.2560
0.6060	1.2395
0.7078	1.2435
0.5594	1.1842
0.7059	1.2275
0.9491	1.3837
0.7353	1.4132
0.8170	1.3158
0.9185	1.1795
0.6596	1.1087
0.6525	1.0182
0.9258	1.3455
0.6620	1.2397
0.6075	1.2282
0.7110	1.2532
0.5576	1.1923
0.7022	1.2405
0.9507	1.3848
0.7377	1.4177
0.8180	1.2948
0.9252	1.1580
0.9253	1.1310
0.6564	1.1023
0.6525	1.0177
0.9272	1.3465
0.6601	1.2303
0.6081	1.2138
0.7104	1.2485
0.5560	1.1950
0.7025	1.2118
0.9539	1.3823
0.7404	1.4135
0.8217	1.2942
0.9258	1.1025
0.6551	1.0737
0.6510	1.0360
0.9295	1.3415
0.6588	1.2187
0.6086	1.1983
0.7144	1.2400
0.5546	1.2078
0.6974	1.2915
0.9568	1.3975
0.7451	1.4085
0.8222	1.2898
0.9238	1.0718
0.6517	1.0853
0.6503	1.0262
0.9317	1.3225
0.6586	1.2102
0.6088	1.1805
0.7134	1.2245
0.5530	1.2255
0.6967	1.3010
0.9602	1.3970
0.7494	1.3895
0.8267	1.3013
0.9230	1.0527
0.6488	1.0695
0.6488	1.0065
0.9365	1.3180
0.6590	1.2023
0.6076	1.1665
0.7084	1.2068
0.5519	1.2237
0.7000	1.3017
0.9636	1.3903
0.7532	1.3850
0.8298	1.3300
0.9228	1.0230
0.6479	1.0353
0.6472	1.0333
0.9409	1.3157
0.6597	1.2000
0.6066	1.1562
0.7057	1.1777
0.5517	1.2320
0.6999	1.3123
0.9643	1.4018
0.7577	1.3740
0.8294	1.3508
0.9210	1.0142
0.6454	1.0342
0.6458	1.0145
0.9450	1.3055
0.6611	1.1922
0.6055	1.1485
0.7075	1.1640
0.5514	1.2345
0.6957	1.3215
0.9627	1.3863
0.7620	1.3722
0.8344	1.3640
0.9196	1.0245
0.6428	1.0068
0.6451	1.0082
0.9486	1.2940
0.6623	1.1882
0.6039	1.1508
0.7008	1.1638
0.5502	1.2385
0.6995	1.3685
0.9665	1.3892
0.7657	1.3708
0.8388	1.3733
0.9215	1.0315
0.6418	1.0068
0.6421	1.0063
0.9496	1.2835
0.6633	1.1718
0.6026	1.1543
0.6994	1.1840
0.5499	1.2477
0.6994	1.3870
0.9640	1.3920
0.7690	1.3742
0.8449	1.3790
0.9264	1.0425
0.6395	0.9985
0.6390	1.0145
0.9521	1.2690
0.6636	1.1603
0.6018	1.1658
0.6984	1.2165
0.5492	1.2462
0.6977	1.3667
0.9601	1.3822
0.7731	1.3795
0.8534	1.3730
0.9234	1.0570
0.6361	0.9708
0.6387	1.0428
0.9540	1.2610
0.6639	1.1492
0.6020	1.1740
0.6976	1.2665
0.5473	1.2472
0.6962	1.3790
0.9600	1.3983
0.7780	1.3790
0.8626	1.3563
0.9253	1.0620
0.6339	0.9647
0.6377	1.0720
0.9550	1.2377
0.6625	1.1357
0.6018	1.1782
0.6949	1.3095
0.5468	1.2462
0.6975	1.4433
0.9580	1.4020
0.7819	1.3783
0.8688	1.3298
0.9286	1.0628
0.6313	0.9658
0.6361	1.0815
0.9549	1.2535
0.6609	1.1235
0.6021	1.1813
0.6941	1.3520
0.5455	1.2427
0.6972	1.4035
0.9597	1.3912
0.7857	1.3735
0.8749	1.3140
0.9282	1.0602
0.6290	0.9642
0.6366	1.1155
0.9547	1.3023
0.6575	1.1098
0.6019	1.1807
0.6933	1.3758
0.5443	1.2407
0.6980	1.4210
0.9626	1.3715
0.7900	1.3645
0.8809	1.2870
0.9278	1.0530
0.6268	0.9633
0.6368	1.1405
0.9549	1.3080
0.6542	1.1010
0.6017	1.1820
0.6936	1.3820
0.5437	1.2458
0.6988	1.4278
0.9653	1.3603
0.7935	1.3445
0.8848	1.2580
0.9253	1.0480
0.6244	0.9740
0.6384	1.1357
0.9565	1.3080
0.6497	1.0957
0.6013	1.1733
0.6947	1.3742
0.5427	1.2557
0.6999	1.4317
0.9722	1.3200
0.7965	1.3313
0.8861	1.2460
0.9193	1.0355
0.6234	0.9725
0.6406	1.1325
0.9557	1.3200
0.6462	1.1045
0.6006	1.1680
0.6944	1.3525
0.5421	1.2360
0.7020	1.3985
0.9763	1.2988
0.8006	1.3187
0.8885	1.2402
0.9165	1.0178
0.6199	0.9735
0.6416	1.1498
0.9618	1.3282
0.6429	1.0710
0.5995	1.1565
0.6958	1.3280
0.5414	1.2535
0.7024	1.4027
0.9811	1.2650
0.8040	1.3107
0.8908	1.2442
0.9122	1.0128
0.6151	0.9732
0.6426	1.1420
0.9721	1.3287
0.6407	1.1118
0.5983	1.1508
0.6950	1.2908
0.5421	1.2530
0.7050	1.3963
0.9800	1.2240
0.8067	1.3122
0.8936	1.2478
0.9116	1.0040
0.6125	0.9657
0.6422	1.1450
0.9755	1.3302
0.6397	1.1545
0.5972	1.1465
0.6940	1.2575
0.5424	1.2520
0.7059	1.3967
0.9793	1.1947
0.8096	1.3262
0.8986	1.2495
0.9087	0.9805
0.6101	0.9503
0.6419	1.1247
0.9792	1.3320
0.6402	1.1725
0.5960	1.1502
0.6921	1.2197
0.5434	1.2465
0.7061	1.3915
0.9738	1.1630
0.8139	1.3313
0.9050	1.2735
0.9090	0.9877
0.6071	0.9368
0.6400	1.1033
0.9836	1.3590
0.6415	1.1857
0.5969	1.1585
0.6904	1.1947
0.5431	1.2412
0.7053	1.3767
0.9689	1.1452
0.8181	1.3412
0.9112	1.2780
0.9064	0.9995
0.6042	0.9163
0.6426	1.0965
0.9873	1.3415
0.6392	1.1975
0.5952	1.1650
0.6869	1.1725
0.5448	1.2303
0.7062	1.3732
0.9636	1.1250
0.8236	1.3433
0.9184	1.2812
0.9064	1.0005
0.6021	0.8963
0.6391	1.0872
0.9882	1.3163
0.6424	1.2105
0.5946	1.1725
0.6833	1.1733
0.5460	1.2147
0.7062	1.3823
0.9582	1.1417
0.8293	1.3470
0.9257	1.2660
0.9042	1.0337
0.5994	0.8948
0.6360	1.1030
0.9897	1.2790
0.6455	1.2173
0.5942	1.1672
0.6805	1.1410
0.5471	1.1875
0.7057	1.3830
0.9552	1.1377
0.8362	1.3353
0.9315	1.2462
0.9012	1.0517
0.5960	0.8845
0.6346	1.1072
0.9910	1.2783
0.6457	1.1870
0.5944	1.1597
0.6785	1.2133
0.5476	1.1672
0.7058	1.3738
0.9517	1.1515
0.8437	1.3167
0.9399	1.2248
0.9002	1.0192
0.5923	0.8775
0.6339	1.1162
0.9938	1.2650
0.6455	1.2125
0.5947	1.1452
0.6773	1.1960
0.5478	1.2300
0.7055	1.3508
0.9517	1.1680
0.8486	1.3000
0.9459	1.1775
0.9005	1.0410
0.5889	0.8798
0.6334	1.0992
0.9956	1.2518
0.6449	1.2455
0.5948	1.1355
0.6769	1.2542
0.5476	1.1570
0.7054	1.3552
0.9519	1.1842
0.8510	1.2723
0.9528	1.1493
0.8980	1.0457
0.5849	0.8675
0.6326	1.1272
1.0000	1.2425
0.6438	1.2320
0.5953	1.1235
0.6754	1.2737
0.5464	1.1420
0.7085	1.3532
0.9567	1.2005
0.8545	1.2410
0.9568	1.1255
0.9003	1.0392
0.5850	0.8718
0.6330	1.1300
0.9972	1.2233
0.6460	1.2192
0.5958	1.1088
0.6715	1.2815
0.5453	1.1603
0.7107	1.2957
0.9589	1.2045
0.8511	1.2168
0.9591	1.1145
0.8996	1.0527
0.5822	0.8867
0.6354	1.1413
1.0025	1.1970
0.6381	1.2437
0.5955	1.0983
0.6770	1.2367
0.5444	1.1655
0.7118	1.3343
0.9601	1.2220
0.8506	1.2070
0.9644	1.0928
0.9639	1.0800
0.8932	1.0528
0.5798	0.9055
0.6322	1.1378
1.0073	1.2192
0.6428	1.2690
0.5910	1.0960
0.6760	1.2372
0.5467	1.2480
0.7104	1.3395
0.9671	1.2225
0.8575	1.2003
0.9663	1.0795
0.8969	1.0323
