#rho	velocity
0.2404	1.0995
0.1856	1.0510
0.1451	1.2387
0.1767	1.3103
0.2771	1.4917
0.2398	1.0903
0.1853	1.0445
0.1451	1.2745
0.1770	1.3215
0.2777	1.4707
0.2396	1.0900
0.1851	1.0555
0.1451	1.2490
0.1771	1.3308
0.2784	1.4965
0.2394	1.0810
0.1849	1.0407
0.1450	1.2288
0.1773	1.3443
0.2790	1.5005
0.2396	1.0730
0.1847	1.0537
0.1448	1.2398
0.1774	1.3483
0.2796	1.5247
0.2393	1.0728
0.1843	1.0325
0.1446	1.2510
0.1777	1.3465
0.2809	1.5315
0.2388	1.0967
0.1841	1.0210
0.1446	1.2348
0.1779	1.3360
0.2817	1.5552
0.2391	1.1047
0.1840	1.0140
0.1443	1.2288
0.1780	1.3295
0.2825	1.5397
0.2389	1.1045
0.1837	1.0322
0.1441	1.2820
0.1782	1.3178
0.2834	1.5730
0.2386	1.1042
0.1835	1.0070
0.1440	1.2798
0.1784	1.3037
0.2843	1.5700
0.2384	1.1128
0.1834	1.0205
0.1439	1.2912
0.1785	1.2943
0.2849	1.5413
0.2382	1.1285
0.1832	0.9928
0.1438	1.2628
0.1785	1.2857
0.2862	1.5463
0.2382	1.1128
0.1830	0.9692
0.1438	1.2785
0.1785	1.2845
0.2868	1.4735
0.2374	1.1280
0.1829	0.9615
0.1438	1.2565
0.1786	1.2820
0.2876	1.5132
0.2376	1.1185
0.1827	0.9670
0.1436	1.2450
0.1787	1.2802
0.2887	1.4923
0.2373	1.1200
0.1825	0.9687
0.1436	1.2018
0.1788	1.2985
0.2894	1.4700
0.2373	1.1118
0.1821	0.9882
0.1434	1.1932
0.1789	1.3125
0.2908	1.4553
0.2372	1.1035
0.1819	1.0032
0.1435	1.2208
0.1791	1.3275
0.2908	1.4508
0.2375	1.0950
0.1815	1.0042
0.1431	1.1605
0.1792	1.3430
0.2926	1.4302
0.2372	1.1238
0.1814	1.0335
0.1430	1.1845
0.1794	1.3528
