#rho	velocity
0.7327	1.2443
0.7320	1.2607
0.7308	1.2768
0.7309	1.2915
0.7323	1.2965
0.7344	1.2995
0.7367	1.2968
0.7391	1.2985
0.7410	1.3000
0.7426	1.2993
0.8323	1.1927
0.8258	1.1920
0.8203	1.1970
0.8164	1.2070
0.8144	1.2210
0.8142	1.2335
0.8149	1.2433
0.8159	1.2515
0.8197	1.2552
0.8229	1.2548
0.8241	1.2507
0.8253	1.2430
0.8310	1.2327
0.8335	1.2222
0.8378	1.2128
0.8521	1.2100
0.8535	1.2138
0.8548	1.2213
0.6472	1.0693
0.6470	1.0710
0.6648	1.0797
0.6659	1.0790
0.6670	1.0822
0.6685	1.0820
1.0078	1.0697
1.0070	1.0715
1.0075	1.0685
1.0080	1.0623
1.0088	1.0543
1.0091	1.0465
1.0082	1.0397
1.0073	1.0375
1.0050	1.0402
1.0027	1.0482
1.0006	1.0610
0.9988	1.0758
0.9973	1.0907
0.9965	1.1033
0.9969	1.1115
0.9979	1.1143
1.0001	1.1108
1.0030	1.1000
1.0059	1.0860
1.0090	1.0703
1.0119	1.0555
1.0140	1.0437
1.0160	1.0360
1.0177	1.0353
0.9958	1.0347
1.0195	1.0408
0.9906	1.0377
1.0210	1.0523
0.9852	1.0447
1.0227	1.0702
0.9789	1.0502
1.0248	1.0905
0.9721	1.0525
1.0277	1.1095
0.9657	1.0510
1.0315	1.1225
0.9597	1.0470
0.9539	1.0425
0.9485	1.0340
0.9438	1.0247
0.9406	1.0165
0.9388	1.0062
0.9383	0.9958
0.9387	0.9945
0.9404	0.9965
0.9428	1.0048
0.9455	1.0192
0.9481	1.0315
0.9490	1.0470
0.9497	1.0595
0.9495	1.0645
0.9489	1.0673
0.9485	1.0707
0.9482	1.0685
0.9488	1.0635
0.9505	1.0580
0.9535	1.0482
0.9574	1.0455
0.8894	1.0272
0.8849	1.0257
0.8834	1.0250
0.8806	1.0242
0.8807	1.0242
0.8809	1.0210
0.8813	1.0165
0.8816	1.0150
0.8835	1.0170
0.8845	1.0185
0.8851	1.0203
0.8848	1.0198
0.8855	1.0140
0.8858	1.0068
0.8867	0.9995
0.8861	0.9907
0.8874	0.9815
0.8882	0.9740
0.8905	0.9670
0.8902	0.9642
0.8948	0.9635
0.8969	0.9677
0.8997	0.9802
0.9333	1.0572
0.9348	1.0422
0.9349	1.0645
0.9339	1.0572
0.9318	1.0595
0.9282	1.0508
0.9243	1.0605
0.9212	1.0723
0.9194	1.0713
0.9188	1.0663
0.9195	1.0568
0.9213	1.0652
0.9238	1.0295
0.9268	1.0218
0.9303	1.0130
0.9333	1.0082
0.9353	1.0075
0.9373	1.0063
0.9401	1.0132
0.9439	1.0265
0.9484	1.0385
0.9542	1.0583
0.9603	1.0707
0.9667	1.0725
0.9738	1.0712
0.9810	1.0635
0.8816	1.0095
0.8817	0.9887
0.8851	0.9730
0.8870	0.9623
0.8899	0.9637
0.8914	0.9790
0.8937	1.0040
0.8947	1.0385
0.8949	1.0780
0.8988	1.1102
0.8992	1.1302
0.9008	1.1423
0.9036	1.1470
0.9070	1.1440
0.9102	1.1318
0.9147	1.1080
0.9203	1.0770
0.9268	1.0397
0.9325	1.0010
0.9365	0.9720
0.9393	0.9557
0.9384	0.9412
0.9408	0.9288
0.8361	1.0747
0.8381	1.0787
0.8409	1.0810
0.8432	1.0725
0.8459	1.0687
0.8485	1.0602
0.8507	1.0487
0.8526	1.0315
0.8537	1.0137
0.8541	0.9835
0.8541	0.9625
0.8531	0.9518
0.8509	0.9473
0.8478	0.9560
0.8453	0.9655
0.8440	0.9813
0.8431	0.9997
0.8430	1.0110
0.8435	1.0237
0.8129	0.9377
0.8139	0.9370
0.8171	0.9387
0.8170	0.9465
0.8178	0.9545
0.8194	0.9630
0.8206	0.9692
0.8214	0.9717
0.8213	0.9757
0.8222	0.9755
0.8226	0.9718
0.8237	0.9703
0.8252	0.9710
0.8269	0.9673
0.8304	0.9635
0.8330	0.9603
0.8357	0.9610
0.8389	0.9658
0.8436	0.9740
0.8458	0.9845
0.7251	0.9743
0.7270	0.9790
0.7298	0.9610
0.7336	0.9682
0.7379	0.9785
