#rho	velocity
0.2014	1.3198
0.2218	1.7502
0.2409	1.3508
0.2633	1.4310
0.2218	1.2782
0.2014	1.3053
0.2225	1.7422
0.2408	1.3585
0.2636	1.4250
0.2211	1.2692
0.2016	1.2955
0.2223	1.7580
0.2407	1.3267
0.2637	1.4332
0.2210	1.2875
0.2016	1.2955
0.2224	1.7273
0.2413	1.3235
0.2634	1.3837
0.2206	1.2265
0.2014	1.3238
0.2231	1.7453
0.2414	1.3088
0.2635	1.4003
0.2201	1.1963
0.2015	1.3040
0.2237	1.7670
0.2413	1.2985
0.2638	1.3923
0.2193	1.2545
0.2014	1.3133
0.2236	1.7302
0.2413	1.2635
0.2639	1.3472
0.2194	1.2198
0.2014	1.3030
0.2245	1.7683
0.2413	1.3135
0.2641	1.3623
0.2184	1.2835
0.2014	1.3032
0.2251	1.8193
0.2416	1.2938
0.2637	1.4500
0.2178	1.3360
0.2015	1.3177
0.2248	1.7995
0.2418	1.3085
0.2643	1.4902
0.2174	1.3358
0.2015	1.3270
0.2256	1.8057
0.2414	1.3433
0.2646	1.4825
0.2169	1.3082
0.2018	1.3405
0.2264	1.7983
0.2413	1.3375
0.2641	1.4875
0.2162	1.2937
0.2015	1.3595
0.2264	1.7445
0.2410	1.3790
0.2646	1.5128
0.2164	1.3375
0.2016	1.3500
0.2261	1.7447
0.2408	1.3535
0.2655	1.5598
0.2160	1.3682
0.2014	1.3502
0.2262	1.6992
0.2411	1.3983
0.2659	1.5735
0.2157	1.3825
0.2013	1.3502
0.2269	1.6930
0.2418	1.4085
0.2659	1.5322
0.2146	1.3475
0.2014	1.3217
0.2267	1.6360
0.2418	1.4233
0.2660	1.5908
0.2146	1.3005
0.2012	1.3022
0.2268	1.6407
0.2418	1.4332
0.2662	1.6140
0.2146	1.3208
0.2014	1.2927
0.2270	1.6563
0.2414	1.4330
0.2667	1.5265
0.2143	1.2852
0.2011	1.2545
0.2261	1.6645
0.2420	1.4230
0.2674	1.5413
0.2144	1.2380
0.2010	1.2797
0.2272	1.6213
0.2421	1.4030
0.2671	1.5285
0.2137	1.3475
0.2010	1.2418
0.2268	1.6633
0.2427	1.4540
0.2679	1.5855
0.2131	1.3995
0.2005	1.2382
0.2267	1.6522
0.2423	1.3972
0.2690	1.5830
0.2134	1.3877
0.2005	1.2562
0.2275	1.6510
0.2426	1.4242
0.2688	1.5145
0.2126	1.3977
0.2001	1.2488
0.2275	1.6885
0.2432	1.4140
0.2700	1.5215
0.2118	1.4340
0.2003	1.2682
0.2279	1.6578
0.2424	1.4403
0.2695	1.5567
0.2121	1.4950
0.1997	1.2682
0.2275	1.7047
0.2425	1.4500
0.2709	1.4947
0.2122	1.5372
0.2000	1.2980
0.2276	1.7182
0.2419	1.4257
0.2712	1.4585
0.2122	1.4595
0.2000	1.2835
0.2284	1.7277
0.2417	1.4270
0.2704	1.5350
0.2120	1.5100
0.1998	1.3078
0.2278	1.6358
0.2418	1.4003
0.2714	1.4725
0.2121	1.4902
0.1996	1.2543
0.2283	1.7097
0.2415	1.4240
0.2713	1.4698
0.2122	1.4355
0.1995	1.2830
0.2290	1.7157
0.2417	1.3395
0.2712	1.4173
0.2116	1.4245
0.1994	1.2488
0.2294	1.7005
0.2419	1.3943
0.2714	1.4210
0.2111	1.4152
0.1994	1.2020
0.2295	1.7207
0.2416	1.3967
0.2725	1.5233
0.2107	1.3870
0.1993	1.2172
0.2292	1.7338
0.2422	1.3718
0.2725	1.4407
0.2105	1.3392
0.1990	1.1823
0.2304	1.7097
0.2423	1.3553
0.2727	1.4620
0.2097	1.2518
0.1992	1.2028
0.2307	1.6715
0.2415	1.3590
0.2729	1.4650
0.2096	1.3945
0.1988	1.1820
0.2305	1.6400
0.2416	1.3628
0.2738	1.4370
0.2096	1.3992
0.1985	1.1945
0.2305	1.5850
0.2418	1.3810
0.2752	1.4253
0.2090	1.3630
0.1986	1.2092
0.2309	1.6502
0.2421	1.4175
0.2747	1.4133
0.2086	1.4130
0.1982	1.2578
0.2309	1.5857
0.2427	1.4033
0.2755	1.4232
0.2082	1.4030
0.1983	1.2433
0.2312	1.5805
0.2413	1.4482
0.2751	1.3912
0.2091	1.3910
0.1980	1.2770
0.2315	1.5568
0.2415	1.4383
0.2752	1.3567
0.2090	1.3650
0.1979	1.2970
0.2312	1.5317
0.2418	1.4772
0.2760	1.3785
0.2087	1.4033
0.1977	1.2700
0.2317	1.5353
0.2422	1.4872
0.2755	1.3892
0.2084	1.4098
0.1978	1.2857
0.2322	1.5563
0.2423	1.5115
0.2752	1.3630
0.2081	1.5460
0.1976	1.2460
0.2327	1.5278
0.2421	1.5072
0.2751	1.3570
0.2080	1.4220
0.2079	1.4230
0.1975	1.2475
0.2326	1.4577
0.2425	1.4567
0.2750	1.3595
0.2079	1.4750
0.1971	1.2733
0.2321	1.5035
0.2427	1.4450
0.2764	1.3790
0.2075	1.5053
0.1969	1.2645
