#rho	velocity
0.7563	1.1235
0.7564	1.1490
0.7567	1.1758
0.7571	1.2030
0.7579	1.2295
0.7591	1.2525
0.7601	1.2725
0.7613	1.2857
0.7628	1.2912
0.7656	1.2890
0.7653	1.2840
0.7648	1.2797
0.7624	1.2667
0.7596	1.2487
0.7562	1.2250
0.7528	1.1990
0.7499	1.1717
0.7474	1.1438
0.7459	1.1160
0.7454	1.0855
0.7453	1.0545
0.7461	1.0240
0.7474	0.9965
0.7489	0.9768
0.8045	0.9955
0.7509	0.9620
0.8034	0.9970
0.7536	0.9562
0.8029	0.9897
0.7552	0.9543
0.8025	0.9797
0.7546	0.9605
0.8026	0.9690
0.7569	0.9740
0.8030	0.9573
0.7588	1.0030
0.8032	0.9470
0.7603	1.0433
0.8029	0.9537
0.7615	1.0690
0.8024	0.9868
0.7621	1.1033
0.8017	0.9932
0.7625	1.1192
0.8000	1.0045
0.7621	1.1508
0.7966	1.0152
0.7615	1.1413
0.7938	1.0230
0.7895	1.0300
0.7865	1.0340
0.7815	1.0357
0.7808	1.0352
0.7799	1.0318
0.7787	1.0292
0.7782	1.0265
0.7780	1.0247
0.7785	1.0270
0.7794	1.0375
0.7810	1.0500
0.7834	1.0660
0.7869	1.0848
0.7912	1.1003
0.7959	1.1100
0.8004	1.1095
0.8041	1.1052
0.8065	1.0957
0.9026	0.9957
0.8083	1.0800
0.9017	0.9680
0.8092	1.0618
0.9026	0.9463
0.8099	1.0415
0.9040	0.9363
0.8099	1.0195
0.9063	0.9373
0.8102	0.9982
0.9100	0.9465
0.8106	0.9828
0.9148	0.9633
0.8117	0.9775
0.9196	0.9870
0.8124	0.9798
0.9254	1.0137
0.8133	0.9808
0.9314	1.0333
0.8138	0.9793
0.9368	1.0460
0.9393	1.0473
0.9400	1.0437
0.9385	1.0370
0.9371	1.0247
0.9358	1.0137
0.9362	1.0008
0.9376	0.9910
0.9407	0.9865
0.9448	0.9913
0.9496	1.0023
0.9564	1.0215
0.9587	1.0465
0.9649	1.0805
0.9711	1.1150
0.9766	1.1355
0.9802	1.1455
0.9880	1.1420
0.9822	1.1318
0.9834	1.1175
0.8236	1.1447
0.9821	1.1033
0.8217	1.1255
0.9808	1.0855
0.8214	1.1090
0.9818	1.0662
0.8217	1.0950
0.9849	1.0400
0.8221	1.0802
0.9871	1.0230
0.8223	1.0747
0.9903	1.0235
0.8226	1.0668
0.9932	1.0415
0.8242	1.0565
0.9966	1.0728
0.8292	1.0480
1.0001	1.1115
0.8315	1.0425
1.0039	1.1547
0.8308	1.0395
1.0064	1.1892
0.8299	1.0433
1.0085	1.2128
0.8285	1.0490
1.0095	1.2200
0.8261	1.0580
1.0112	1.2125
0.8227	1.0698
1.0132	1.1887
0.8198	1.0833
1.0163	1.1508
0.8184	1.0893
1.0222	1.1040
0.8182	1.0792
1.0295	1.0533
0.8197	1.0608
0.8218	1.0405
0.8249	1.0263
