#rho	velocity
1.5757	0.1882
1.8337	0.3470
1.8413	0.3510
1.8245	0.1965
1.5669	0.1808
1.8188	0.3460
1.8536	0.3613
1.8413	0.1860
1.5586	0.1747
1.8049	0.3447
1.8667	0.3685
1.8575	0.1753
1.5517	0.1705
1.7883	0.3400
1.8765	0.3782
1.8760	0.1645
1.5450	0.1717
1.7759	0.3360
1.8904	0.3840
1.8920	0.1555
1.5392	0.1730
1.7612	0.3315
1.9013	0.3860
1.9073	0.1507
1.5341	0.1787
1.7475	0.3308
1.9141	0.3838
1.9249	0.1530
1.5294	0.1865
1.7360	0.3305
1.9275	0.3802
1.9376	0.1615
1.5252	0.1958
1.7216	0.3317
1.9419	0.3682
1.9531	0.1690
1.5205	0.2038
1.7101	0.3292
1.9577	0.3612
1.9662	0.1840
1.5173	0.2177
1.7008	0.3270
1.9726	0.3543
1.9765	0.1960
1.5131	0.2277
1.6926	0.3225
1.9843	0.3382
1.9853	0.2092
1.5085	0.2363
1.6869	0.3165
1.9924	0.3215
1.9916	0.2250
1.5042	0.2465
1.6844	0.3115
1.9986	0.2990
1.9940	0.2427
1.5012	0.2547
1.6818	0.3028
2.0002	0.2735
2.0000	0.2627
1.4997	0.2637
1.6804	0.2940
2.0010	0.2460
2.0028	0.2785
1.5917	0.2685
1.4993	0.2727
1.6825	0.2835
2.0008	0.2197
1.9990	0.2933
1.5917	0.2740
1.4999	0.2835
1.6861	0.2725
1.9980	0.1928
1.9906	0.3032
1.5910	0.2750
1.5011	0.2942
1.6910	0.2613
1.9952	0.1743
1.9820	0.3135
1.5889	0.2768
1.5025	0.3005
1.6992	0.2507
1.9889	0.1520
1.9666	0.3243
1.5858	0.2747
1.5043	0.3043
1.7112	0.2425
1.9847	0.1348
1.9495	0.3385
1.5813	0.2727
1.5063	0.3087
1.7235	0.2350
1.9767	0.1237
1.9329	0.3527
1.5757	0.2668
1.5092	0.3125
1.7402	0.2300
1.9683	0.1182
1.9175	0.3692
1.5688	0.2597
1.5105	0.3145
1.7553	0.2238
1.9577	0.1158
1.9039	0.3835
1.5640	0.2520
1.5130	0.3148
1.7702	0.2217
1.9431	0.1203
1.8911	0.3968
1.5598	0.2455
1.5143	0.3125
1.7819	0.2185
1.9270	0.1285
1.8802	0.4112
1.5558	0.2380
1.5164	0.3080
1.7942	0.2165
1.9108	0.1390
1.8702	0.4187
1.5518	0.2302
1.5166	0.2973
1.8042	0.2158
1.8927	0.1518
1.8606	0.4230
1.5485	0.2263
1.5175	0.2840
1.8129	0.2190
1.8756	0.1660
1.8531	0.4197
1.5450	0.2232
1.5163	0.2730
1.8195	0.2210
1.8594	0.1785
1.8452	0.4102
1.5411	0.2225
1.5166	0.2627
1.8262	0.2263
1.8437	0.1872
1.8386	0.3910
1.5372	0.2210
1.5161	0.2527
1.8302	0.2293
1.8303	0.1963
1.5342	0.2232
1.5158	0.2485
1.8330	0.2330
1.8198	0.2065
1.5321	0.2278
1.5138	0.2432
1.8312	0.2368
1.8150	0.2143
1.5301	0.2395
1.5140	0.2432
1.8315	0.2393
1.8100	0.2197
1.5275	0.2513
1.5126	0.2437
1.8312	0.2445
1.8119	0.2250
1.5254	0.2672
1.5126	0.2468
1.8313	0.2482
1.8132	0.2282
1.5214	0.2820
1.5122	0.2525
1.8320	0.2525
1.8160	0.2282
1.5187	0.3007
1.5133	0.2590
1.8322	0.2538
1.8180	0.2355
1.5139	0.3163
1.5164	0.2660
1.8352	0.2570
1.8205	0.2402
1.5095	0.3307
1.5198	0.2708
1.8387	0.2565
1.8233	0.2430
1.5055	0.3415
1.5249	0.2732
1.8426	0.2595
1.8255	0.2493
1.5009	0.3508
1.5295	0.2705
1.8495	0.2585
1.8278	0.2505
1.4966	0.3578
1.5356	0.2718
1.8471	0.2582
1.8322	0.2545
1.4922	0.3545
1.5417	0.2660
1.8489	0.2565
1.8376	0.2597
1.4888	0.3520
1.5474	0.2625
1.8500	0.2525
1.8438	0.2670
1.4858	0.3420
1.5511	0.2560
1.8476	0.2487
1.8496	0.2748
1.4833	0.3365
1.5556	0.2490
1.8455	0.2453
1.8546	0.2875
1.4793	0.3218
1.5603	0.2432
1.8438	0.2418
1.8596	0.2880
1.4769	0.3097
1.5629	0.2333
1.8394	0.2397
1.8636	0.2955
1.4731	0.2988
1.5672	0.2235
1.8357	0.2365
1.8674	0.3027
1.4704	0.2868
1.5695	0.2150
1.8300	0.2333
1.8718	0.3057
1.4679	0.2732
1.5734	0.2053
1.8235	0.2303
1.8772	0.3090
1.4653	0.2620
1.5743	0.1922
1.8170	0.2285
1.8836	0.3095
1.4640	0.2488
1.5757	0.1800
1.8073	0.2277
1.8916	0.3093
1.4634	0.2370
1.5778	0.1665
1.7973	0.2265
1.9001	0.3078
1.4628	0.2305
1.5773	0.1548
1.7876	0.2255
1.9106	0.3060
1.4627	0.2172
1.5767	0.1432
1.7775	0.2235
1.9199	0.2982
1.4630	0.2115
1.5768	0.1308
1.7674	0.2225
1.9288	0.2893
1.4650	0.2022
1.5732	0.1252
1.7559	0.2192
1.9376	0.2740
1.4656	0.1902
1.5723	0.1230
1.7452	0.2175
1.9455	0.2640
1.4669	0.1810
1.5720	0.1228
1.7340	0.2150
1.9518	0.2503
1.4693	0.1740
1.5704	0.1287
1.7259	0.2137
1.9575	0.2368
1.4732	0.1635
1.5689	0.1390
1.7181	0.2105
1.9594	0.2215
1.4760	0.1635
1.5673	0.1558
1.7151	0.2095
1.9583	0.2045
1.4789	0.1580
1.5643	0.1732
1.7106	0.2100
1.9526	0.1862
1.4815	0.1560
1.5605	0.1912
1.7097	0.2115
1.9446	0.1628
1.4827	0.1558
1.5571	0.2085
1.7117	0.2143
1.9352	0.1467
1.4825	0.1560
1.5538	0.2265
1.7173	0.2170
1.9246	0.1290
1.4805	0.1578
1.5507	0.2400
1.7264	0.2190
1.9157	0.1170
1.4783	0.1648
1.5470	0.2530
1.7373	0.2225
1.9079	0.1020
1.4753	0.1725
1.5450	0.2640
1.7513	0.2238
1.8995	0.0910
1.4728	0.1780
1.5420	0.2723
1.7635	0.2283
1.8929	0.0850
1.6916	0.2180
1.4703	0.1850
1.5394	0.2768
1.7776	0.2313
1.8850	0.0832
1.6964	0.2165
1.4680	0.1872
1.5378	0.2785
1.7907	0.2335
1.8758	0.0840
1.6972	0.2145
1.4657	0.1922
1.5366	0.2763
1.8038	0.2347
1.8657	0.0885
1.6987	0.2132
1.4631	0.1915
1.5360	0.2748
1.8172	0.2358
1.8546	0.0970
1.6989	0.2132
